Heat_ID,Furnace_ID,Grade_Code,C_Current,C_Min,C_Max,C_Absorption_Rate,C_Cost_Per_Kg,C_Target_Min,C_Target_Max,C_Target_Config,C_Element_Config,C_Final_Cost,Si_Current,Si_Min,Si_Max,Si_Absorption_Rate,Si_Cost_Per_Kg,Si_Target_Min,Si_Target_Max,Si_Target_Config,Si_Element_Config,Si_Final_Cost,Mn_Current,Mn_Min,Mn_Max,Mn_Absorption_Rate,Mn_Cost_Per_Kg,Mn_Target_Min,Mn_Target_Max,Mn_Target_Config,Mn_Element_Config,Mn_Final_Cost,P_Current,P_Min,P_Max,P_Absorption_Rate,P_Cost_Per_Kg,P_Target_Min,P_Target_Max,P_Target_Config,P_Element_Config,P_Final_Cost,S_Current,S_Min,S_Max,S_Absorption_Rate,S_Cost_Per_Kg,S_Target_Min,S_Target_Max,S_Target_Config,S_Element_Config,S_Final_Cost,Cu_Current,Cu_Min,Cu_Max,Cu_Absorption_Rate,Cu_Cost_Per_Kg,Cu_Target_Min,Cu_Target_Max,Cu_Target_Config,Cu_Element_Config,Cu_Final_Cost,Mg_Current,Mg_Min,Mg_Max,Mg_Absorption_Rate,Mg_Cost_Per_Kg,Mg_Target_Min,Mg_Target_Max,Mg_Target_Config,Mg_Element_Config,Mg_Final_Cost
H025,F05,ASTMA395,3.754,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,5.1333,770.0,3.048,2.8,3.2,85,120,2.8,3.2,3.0,1.6941,203.29,0.332,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,4.28,1712.0,0.037,0.0,0.04,60,300,0.0,0.04,0.02,0.85,255.0,0.008,0.0,0.008,70,250,0.0,0.008,0.004,0.1714,42.85,0.25,0.1,0.25,80,700,0.1,0.25,0.175,2.8125,1968.75,0.035,0.025,0.055,95,2800,0.025,0.055,0.04,0.1579,442.12
H026,F01,ASTMA395,3.835,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,7.8333,1175.0,2.769,2.8,3.2,85,120,2.8,3.2,3.0,8.1529,978.35,0.318,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.72,1488.0,0.037,0.0,0.04,60,300,0.0,0.04,0.02,0.85,255.0,0.003,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.095,0.1,0.25,80,700,0.1,0.25,0.175,3.0,2100.0,0.032,0.025,0.055,95,2800,0.025,0.055,0.04,0.2526,707.28
H027,F02,ASTMA395,3.477,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,4.1,615.0,3.146,2.8,3.2,85,120,2.8,3.2,3.0,5.1529,618.35,0.084,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,5.64,2256.0,0.028,0.0,0.04,60,300,0.0,0.04,0.02,0.4,120.0,0.008,0.0,0.008,70,250,0.0,0.008,0.004,0.1714,42.85,0.241,0.1,0.25,80,700,0.1,0.25,0.175,2.475,1732.5,0.054,0.025,0.055,95,2800,0.025,0.055,0.04,0.4421,1237.88
H028,F03,ASTMA395,3.785,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,6.1667,925.0,2.843,2.8,3.2,85,120,2.8,3.2,3.0,5.5412,664.94,0.282,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.28,912.0,0.026,0.0,0.04,60,300,0.0,0.04,0.02,0.3,90.0,0.006,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.158,0.1,0.25,80,700,0.1,0.25,0.175,0.6375,446.25,0.033,0.025,0.055,95,2800,0.025,0.055,0.04,0.2211,619.08
H029,F04,ASTMA395,3.401,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,6.6333,995.0,3.229,2.8,3.2,85,120,2.8,3.2,3.0,8.0824,969.89,0.268,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.72,688.0,0.027,0.0,0.04,60,300,0.0,0.04,0.02,0.35,105.0,0.002,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.15,0.1,0.25,80,700,0.1,0.25,0.175,0.9375,656.25,0.05,0.025,0.055,95,2800,0.025,0.055,0.04,0.3158,884.24
H030,F05,ASTMA395,3.52,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.6667,400.0,2.963,2.8,3.2,85,120,2.8,3.2,3.0,1.3059,156.71,0.174,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.04,816.0,0.023,0.0,0.04,60,300,0.0,0.04,0.02,0.15,45.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.264,0.1,0.25,80,700,0.1,0.25,0.175,3.3375,2336.25,0.034,0.025,0.055,95,2800,0.025,0.055,0.04,0.1895,530.6
H031,F01,ASTMA395,3.4,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,6.6667,1000.0,2.972,2.8,3.2,85,120,2.8,3.2,3.0,0.9882,118.58,0.264,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.56,624.0,0.029,0.0,0.04,60,300,0.0,0.04,0.02,0.45,135.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.171,0.1,0.25,80,700,0.1,0.25,0.175,0.15,105.0,0.056,0.025,0.055,95,2800,0.025,0.055,0.04,0.5053,1414.84
H032,F02,ASTMA395,3.606,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.2,30.0,2.934,2.8,3.2,85,120,2.8,3.2,3.0,2.3294,279.53,0.367,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,5.68,2272.0,0.024,0.0,0.04,60,300,0.0,0.04,0.02,0.2,60.0,0.003,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.137,0.1,0.25,80,700,0.1,0.25,0.175,1.425,997.5,0.05,0.025,0.055,95,2800,0.025,0.055,0.04,0.3158,884.24
H033,F03,ASTMA395,3.566,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,1.1333,170.0,2.878,2.8,3.2,85,120,2.8,3.2,3.0,4.3059,516.71,0.224,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.04,16.0,0.025,0.0,0.04,60,300,0.0,0.04,0.02,0.25,75.0,0.006,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.213,0.1,0.25,80,700,0.1,0.25,0.175,1.425,997.5,0.028,0.025,0.055,95,2800,0.025,0.055,0.04,0.3789,1060.92
H034,F04,ASTMA395,3.47,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,4.3333,650.0,3.202,2.8,3.2,85,120,2.8,3.2,3.0,7.1294,855.53,0.312,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.48,1392.0,0.029,0.0,0.04,60,300,0.0,0.04,0.02,0.45,135.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.248,0.1,0.25,80,700,0.1,0.25,0.175,2.7375,1916.25,0.054,0.025,0.055,95,2800,0.025,0.055,0.04,0.4421,1237.88
H035,F05,ASTMA395,3.829,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,7.6333,1145.0,3.132,2.8,3.2,85,120,2.8,3.2,3.0,4.6588,559.06,0.324,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.96,1584.0,0.035,0.0,0.04,60,300,0.0,0.04,0.02,0.75,225.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.137,0.1,0.25,80,700,0.1,0.25,0.175,1.425,997.5,0.048,0.025,0.055,95,2800,0.025,0.055,0.04,0.2526,707.28
H036,F01,ASTMA395,3.651,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,1.7,255.0,2.831,2.8,3.2,85,120,2.8,3.2,3.0,5.9647,715.76,0.168,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.28,912.0,0.026,0.0,0.04,60,300,0.0,0.04,0.02,0.3,90.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.135,0.1,0.25,80,700,0.1,0.25,0.175,1.5,1050.0,0.046,0.025,0.055,95,2800,0.025,0.055,0.04,0.1895,530.6
H037,F02,ASTMA395,3.563,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,1.2333,185.0,2.966,2.8,3.2,85,120,2.8,3.2,3.0,1.2,144.0,0.205,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.8,320.0,0.038,0.0,0.04,60,300,0.0,0.04,0.02,0.9,270.0,0.006,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.229,0.1,0.25,80,700,0.1,0.25,0.175,2.025,1417.5,0.036,0.025,0.055,95,2800,0.025,0.055,0.04,0.1263,353.64
H038,F03,ASTMA395,3.541,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,1.9667,295.0,3.141,2.8,3.2,85,120,2.8,3.2,3.0,4.9765,597.18,0.081,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,5.76,2304.0,0.031,0.0,0.04,60,300,0.0,0.04,0.02,0.55,165.0,0.006,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.133,0.1,0.25,80,700,0.1,0.25,0.175,1.575,1102.5,0.026,0.025,0.055,95,2800,0.025,0.055,0.04,0.4421,1237.88
H039,F04,ASTMA395,3.672,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.4,360.0,2.866,2.8,3.2,85,120,2.8,3.2,3.0,4.7294,567.53,0.132,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.72,1488.0,0.032,0.0,0.04,60,300,0.0,0.04,0.02,0.6,180.0,0.002,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.185,0.1,0.25,80,700,0.1,0.25,0.175,0.375,262.5,0.044,0.025,0.055,95,2800,0.025,0.055,0.04,0.1263,353.64
H040,F05,ASTMA395,3.585,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.5,75.0,2.952,2.8,3.2,85,120,2.8,3.2,3.0,1.6941,203.29,0.182,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.72,688.0,0.035,0.0,0.04,60,300,0.0,0.04,0.02,0.75,225.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.225,0.1,0.25,80,700,0.1,0.25,0.175,1.875,1312.5,0.027,0.025,0.055,95,2800,0.025,0.055,0.04,0.4105,1149.4
H041,F01,ASTMA395,3.616,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.5333,80.0,2.774,2.8,3.2,85,120,2.8,3.2,3.0,7.9765,957.18,0.263,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.52,608.0,0.035,0.0,0.04,60,300,0.0,0.04,0.02,0.75,225.0,0.008,0.0,0.008,70,250,0.0,0.008,0.004,0.1714,42.85,0.103,0.1,0.25,80,700,0.1,0.25,0.175,2.7,1890.0,0.029,0.025,0.055,95,2800,0.025,0.055,0.04,0.3474,972.72
H042,F02,ASTMA395,3.626,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.8667,130.0,3.08,2.8,3.2,85,120,2.8,3.2,3.0,2.8235,338.82,0.142,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.32,1328.0,0.032,0.0,0.04,60,300,0.0,0.04,0.02,0.6,180.0,0.006,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.223,0.1,0.25,80,700,0.1,0.25,0.175,1.8,1260.0,0.025,0.025,0.055,95,2800,0.025,0.055,0.04,0.4737,1326.36
H043,F03,ASTMA395,3.671,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.3667,355.0,2.771,2.8,3.2,85,120,2.8,3.2,3.0,8.0824,969.89,0.273,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.92,768.0,0.033,0.0,0.04,60,300,0.0,0.04,0.02,0.65,195.0,0.003,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.228,0.1,0.25,80,700,0.1,0.25,0.175,1.9875,1391.25,0.029,0.025,0.055,95,2800,0.025,0.055,0.04,0.3474,972.72
H044,F04,ASTMA395,3.814,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,7.1333,1070.0,2.948,2.8,3.2,85,120,2.8,3.2,3.0,1.8353,220.24,0.185,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.6,640.0,0.037,0.0,0.04,60,300,0.0,0.04,0.02,0.85,255.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.244,0.1,0.25,80,700,0.1,0.25,0.175,2.5875,1811.25,0.05,0.025,0.055,95,2800,0.025,0.055,0.04,0.3158,884.24
H045,F05,ASTMA395,3.574,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.8667,130.0,3.186,2.8,3.2,85,120,2.8,3.2,3.0,6.5647,787.76,0.302,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.08,1232.0,0.031,0.0,0.04,60,300,0.0,0.04,0.02,0.55,165.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.21,0.1,0.25,80,700,0.1,0.25,0.175,1.3125,918.75,0.051,0.025,0.055,95,2800,0.025,0.055,0.04,0.3474,972.72
