Heat_ID,Furnace_ID,Grade_Code,C_Current,C_Min,C_Max,C_Absorption_Rate,C_Cost_Per_Kg,C_Target_Min,C_Target_Max,C_Target_Config,C_Element_Config,C_Final_Cost,Si_Current,Si_Min,Si_Max,Si_Absorption_Rate,Si_Cost_Per_Kg,Si_Target_Min,Si_Target_Max,Si_Target_Config,Si_Element_Config,Si_Final_Cost,Mn_Current,Mn_Min,Mn_Max,Mn_Absorption_Rate,Mn_Cost_Per_Kg,Mn_Target_Min,Mn_Target_Max,Mn_Target_Config,Mn_Element_Config,Mn_Final_Cost,P_Current,P_Min,P_Max,P_Absorption_Rate,P_Cost_Per_Kg,P_Target_Min,P_Target_Max,P_Target_Config,P_Element_Config,P_Final_Cost,S_Current,S_Min,S_Max,S_Absorption_Rate,S_Cost_Per_Kg,S_Target_Min,S_Target_Max,S_Target_Config,S_Element_Config,S_Final_Cost,Cu_Current,Cu_Min,Cu_Max,Cu_Absorption_Rate,Cu_Cost_Per_Kg,Cu_Target_Min,Cu_Target_Max,Cu_Target_Config,Cu_Element_Config,Cu_Final_Cost,Mg_Current,Mg_Min,Mg_Max,Mg_Absorption_Rate,Mg_Cost_Per_Kg,Mg_Target_Min,Mg_Target_Max,Mg_Target_Config,Mg_Element_Config,Mg_Final_Cost
H011,F01,ASTMA536,3.612,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.0667,1060.01,2.751,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.3294,639.53,0.138,0.15,0.4,75,400,0.15,0.4,0.275,5.48,2192.0,0.021,0.0,0.08,60,300,0.0,0.08,0.04,0.95,285.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.239,0.2,0.5,80,700,0.2,0.5,0.35,4.1625,2913.75,0.052,0.03,0.07,95,2800,0.03,0.07,0.05,0.0632,176.96
H012,F02,ASTMA536,3.549,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.9667,745.0,2.485,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.0588,487.06,0.332,0.15,0.4,75,400,0.15,0.4,0.275,2.28,912.0,0.024,0.0,0.08,60,300,0.0,0.08,0.04,0.8,240.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.513,0.2,0.5,80,700,0.2,0.5,0.35,6.1125,4278.75,0.035,0.03,0.07,95,2800,0.03,0.07,0.05,0.4737,1326.36
H013,F03,ASTMA536,3.335,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.1667,325.0,2.492,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.8118,457.42,0.168,0.15,0.4,75,400,0.15,0.4,0.275,4.28,1712.0,0.033,0.0,0.08,60,300,0.0,0.08,0.04,0.35,105.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.502,0.2,0.5,80,700,0.2,0.5,0.35,5.7,3990.0,0.057,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H014,F04,ASTMA536,3.253,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.9,735.0,2.819,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.7294,927.53,0.352,0.15,0.4,75,400,0.15,0.4,0.275,3.08,1232.0,0.024,0.0,0.08,60,300,0.0,0.08,0.04,0.8,240.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.327,0.2,0.5,80,700,0.2,0.5,0.35,0.8625,603.75,0.059,0.03,0.07,95,2800,0.03,0.07,0.05,0.2842,795.76
H015,F05,ASTMA536,3.594,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.4667,970.0,2.561,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.3765,165.18,0.365,0.15,0.4,75,400,0.15,0.4,0.275,3.6,1440.0,0.025,0.0,0.08,60,300,0.0,0.08,0.04,0.75,225.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.327,0.2,0.5,80,700,0.2,0.5,0.35,0.8625,603.75,0.04,0.03,0.07,95,2800,0.03,0.07,0.05,0.3158,884.24
H016,F01,ASTMA536,3.166,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.8,1170.0,2.42,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.3529,762.35,0.424,0.15,0.4,75,400,0.15,0.4,0.275,5.96,2384.0,0.039,0.0,0.08,60,300,0.0,0.08,0.04,0.05,15.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.346,0.2,0.5,80,700,0.2,0.5,0.35,0.15,105.0,0.046,0.03,0.07,95,2800,0.03,0.07,0.05,0.1263,353.64
H017,F02,ASTMA536,3.352,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.6,240.0,2.369,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.1529,978.35,0.256,0.15,0.4,75,400,0.15,0.4,0.275,0.76,304.0,0.039,0.0,0.08,60,300,0.0,0.08,0.04,0.05,15.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.416,0.2,0.5,80,700,0.2,0.5,0.35,2.475,1732.5,0.042,0.03,0.07,95,2800,0.03,0.07,0.05,0.2526,707.28
H018,F03,ASTMA536,3.622,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.4,1110.0,2.423,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.2471,749.65,0.276,0.15,0.4,75,400,0.15,0.4,0.275,0.04,16.0,0.037,0.0,0.08,60,300,0.0,0.08,0.04,0.15,45.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.194,0.2,0.5,80,700,0.2,0.5,0.35,5.85,4095.0,0.057,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H019,F04,ASTMA536,3.248,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.0667,760.0,2.376,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.9059,948.71,0.255,0.15,0.4,75,400,0.15,0.4,0.275,0.8,320.0,0.032,0.0,0.08,60,300,0.0,0.08,0.04,0.4,120.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.179,0.2,0.5,80,700,0.2,0.5,0.35,6.4125,4488.75,0.046,0.03,0.07,95,2800,0.03,0.07,0.05,0.1263,353.64
H020,F05,ASTMA536,3.32,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.6667,400.0,2.701,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.5647,427.76,0.265,0.15,0.4,75,400,0.15,0.4,0.275,0.4,160.0,0.04,0.0,0.08,60,300,0.0,0.08,0.04,0.0,0.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.264,0.2,0.5,80,700,0.2,0.5,0.35,3.225,2257.5,0.067,0.03,0.07,95,2800,0.03,0.07,0.05,0.5368,1503.04
H021,F01,ASTMA536,3.615,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.1667,1075.0,2.733,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.6941,563.29,0.303,0.15,0.4,75,400,0.15,0.4,0.275,1.12,448.0,0.04,0.0,0.08,60,300,0.0,0.08,0.04,0.0,0.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.445,0.2,0.5,80,700,0.2,0.5,0.35,3.5625,2493.75,0.057,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H022,F02,ASTMA536,3.195,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.8333,1025.0,2.621,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.7412,88.94,0.301,0.15,0.4,75,400,0.15,0.4,0.275,1.04,416.0,0.034,0.0,0.08,60,300,0.0,0.08,0.04,0.3,90.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.279,0.2,0.5,80,700,0.2,0.5,0.35,2.6625,1863.75,0.066,0.03,0.07,95,2800,0.03,0.07,0.05,0.5053,1414.84
H023,F03,ASTMA536,3.183,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.2333,1084.99,2.401,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.0235,842.82,0.309,0.15,0.4,75,400,0.15,0.4,0.275,1.36,544.0,0.025,0.0,0.08,60,300,0.0,0.08,0.04,0.75,225.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.328,0.2,0.5,80,700,0.2,0.5,0.35,0.825,577.5,0.033,0.03,0.07,95,2800,0.03,0.07,0.05,0.5368,1503.04
H024,F04,ASTMA536,3.622,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.4,1110.0,2.806,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.2706,872.47,0.227,0.15,0.4,75,400,0.15,0.4,0.275,1.92,768.0,0.038,0.0,0.08,60,300,0.0,0.08,0.04,0.1,30.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.506,0.2,0.5,80,700,0.2,0.5,0.35,5.85,4095.0,0.034,0.03,0.07,95,2800,0.03,0.07,0.05,0.5053,1414.84
H025,F05,ASTMA536,3.554,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.1333,770.0,2.648,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.6941,203.29,0.382,0.15,0.4,75,400,0.15,0.4,0.275,4.28,1712.0,0.037,0.0,0.08,60,300,0.0,0.08,0.04,0.15,45.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.501,0.2,0.5,80,700,0.2,0.5,0.35,5.6625,3963.75,0.043,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H026,F01,ASTMA536,3.635,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.8333,1175.0,2.369,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.1529,978.35,0.368,0.15,0.4,75,400,0.15,0.4,0.275,3.72,1488.0,0.037,0.0,0.08,60,300,0.0,0.08,0.04,0.15,45.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.191,0.2,0.5,80,700,0.2,0.5,0.35,5.9625,4173.75,0.039,0.03,0.07,95,2800,0.03,0.07,0.05,0.3474,972.72
H027,F02,ASTMA536,3.277,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.1,615.0,2.746,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.1529,618.35,0.134,0.15,0.4,75,400,0.15,0.4,0.275,5.64,2256.0,0.028,0.0,0.08,60,300,0.0,0.08,0.04,0.6,180.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.482,0.2,0.5,80,700,0.2,0.5,0.35,4.95,3465.0,0.069,0.03,0.07,95,2800,0.03,0.07,0.05,0.6,1680.0
H028,F03,ASTMA536,3.585,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.1667,925.0,2.443,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.5412,664.94,0.332,0.15,0.4,75,400,0.15,0.4,0.275,2.28,912.0,0.026,0.0,0.08,60,300,0.0,0.08,0.04,0.7,210.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.316,0.2,0.5,80,700,0.2,0.5,0.35,1.275,892.5,0.04,0.03,0.07,95,2800,0.03,0.07,0.05,0.3158,884.24
H029,F04,ASTMA536,3.201,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.6333,995.0,2.829,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.0824,969.89,0.318,0.15,0.4,75,400,0.15,0.4,0.275,1.72,688.0,0.027,0.0,0.08,60,300,0.0,0.08,0.04,0.65,195.0,0.002,0.0,0.015,70,250,0.0,0.015,0.0075,0.2357,58.92,0.299,0.2,0.5,80,700,0.2,0.5,0.35,1.9125,1338.75,0.064,0.03,0.07,95,2800,0.03,0.07,0.05,0.4421,1237.88
H030,F05,ASTMA536,3.32,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.6667,400.0,2.563,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.3059,156.71,0.224,0.15,0.4,75,400,0.15,0.4,0.275,2.04,816.0,0.023,0.0,0.08,60,300,0.0,0.08,0.04,0.85,255.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.527,0.2,0.5,80,700,0.2,0.5,0.35,6.6375,4646.25,0.042,0.03,0.07,95,2800,0.03,0.07,0.05,0.2526,707.28
H031,F01,ASTMA536,3.2,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.6667,1000.0,2.572,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.9882,118.58,0.314,0.15,0.4,75,400,0.15,0.4,0.275,1.56,624.0,0.029,0.0,0.08,60,300,0.0,0.08,0.04,0.55,165.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.342,0.2,0.5,80,700,0.2,0.5,0.35,0.3,210.0,0.071,0.03,0.07,95,2800,0.03,0.07,0.05,0.6632,1856.96
H032,F02,ASTMA536,3.406,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.2,30.0,2.534,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.3294,279.53,0.417,0.15,0.4,75,400,0.15,0.4,0.275,5.68,2272.0,0.024,0.0,0.08,60,300,0.0,0.08,0.04,0.8,240.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.273,0.2,0.5,80,700,0.2,0.5,0.35,2.8875,2021.25,0.064,0.03,0.07,95,2800,0.03,0.07,0.05,0.4421,1237.88
H033,F03,ASTMA536,3.366,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.1333,170.0,2.478,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.3059,516.71,0.274,0.15,0.4,75,400,0.15,0.4,0.275,0.04,16.0,0.025,0.0,0.08,60,300,0.0,0.08,0.04,0.75,225.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.425,0.2,0.5,80,700,0.2,0.5,0.35,2.8125,1968.75,0.034,0.03,0.07,95,2800,0.03,0.07,0.05,0.5053,1414.84
H034,F04,ASTMA536,3.27,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.3333,650.0,2.802,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.1294,855.53,0.362,0.15,0.4,75,400,0.15,0.4,0.275,3.48,1392.0,0.029,0.0,0.08,60,300,0.0,0.08,0.04,0.55,165.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.496,0.2,0.5,80,700,0.2,0.5,0.35,5.475,3832.5,0.068,0.03,0.07,95,2800,0.03,0.07,0.05,0.5684,1591.52
H035,F05,ASTMA536,3.629,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.6333,1145.0,2.732,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.6588,559.06,0.374,0.15,0.4,75,400,0.15,0.4,0.275,3.96,1584.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.274,0.2,0.5,80,700,0.2,0.5,0.35,2.85,1995.0,0.061,0.03,0.07,95,2800,0.03,0.07,0.05,0.3474,972.72
H036,F01,ASTMA536,3.451,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.7,255.0,2.431,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.9647,715.76,0.218,0.15,0.4,75,400,0.15,0.4,0.275,2.28,912.0,0.026,0.0,0.08,60,300,0.0,0.08,0.04,0.7,210.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.269,0.2,0.5,80,700,0.2,0.5,0.35,3.0375,2126.25,0.058,0.03,0.07,95,2800,0.03,0.07,0.05,0.2526,707.28
H037,F02,ASTMA536,3.363,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.2333,185.0,2.566,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.2,144.0,0.255,0.15,0.4,75,400,0.15,0.4,0.275,0.8,320.0,0.038,0.0,0.08,60,300,0.0,0.08,0.04,0.1,30.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.457,0.2,0.5,80,700,0.2,0.5,0.35,4.0125,2808.75,0.045,0.03,0.07,95,2800,0.03,0.07,0.05,0.1579,442.12
H038,F03,ASTMA536,3.341,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.9667,295.0,2.741,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.9765,597.18,0.131,0.15,0.4,75,400,0.15,0.4,0.275,5.76,2304.0,0.031,0.0,0.08,60,300,0.0,0.08,0.04,0.45,135.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.266,0.2,0.5,80,700,0.2,0.5,0.35,3.15,2205.0,0.031,0.03,0.07,95,2800,0.03,0.07,0.05,0.6,1680.0
H039,F04,ASTMA536,3.472,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.4,360.0,2.466,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.7294,567.53,0.182,0.15,0.4,75,400,0.15,0.4,0.275,3.72,1488.0,0.032,0.0,0.08,60,300,0.0,0.08,0.04,0.4,120.0,0.002,0.0,0.015,70,250,0.0,0.015,0.0075,0.2357,58.92,0.369,0.2,0.5,80,700,0.2,0.5,0.35,0.7125,498.75,0.056,0.03,0.07,95,2800,0.03,0.07,0.05,0.1895,530.6
H040,F05,ASTMA536,3.385,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.5,75.0,2.552,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.6941,203.29,0.232,0.15,0.4,75,400,0.15,0.4,0.275,1.72,688.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.45,0.2,0.5,80,700,0.2,0.5,0.35,3.75,2625.0,0.033,0.03,0.07,95,2800,0.03,0.07,0.05,0.5368,1503.04
H041,F01,ASTMA536,3.416,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.5333,80.0,2.374,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.9765,957.18,0.313,0.15,0.4,75,400,0.15,0.4,0.275,1.52,608.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.206,0.2,0.5,80,700,0.2,0.5,0.35,5.4,3780.0,0.035,0.03,0.07,95,2800,0.03,0.07,0.05,0.4737,1326.36
H042,F02,ASTMA536,3.426,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.8667,130.0,2.68,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.8235,338.82,0.192,0.15,0.4,75,400,0.15,0.4,0.275,3.32,1328.0,0.032,0.0,0.08,60,300,0.0,0.08,0.04,0.4,120.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.446,0.2,0.5,80,700,0.2,0.5,0.35,3.6,2520.0,0.03,0.03,0.07,95,2800,0.03,0.07,0.05,0.6316,1768.48
H043,F03,ASTMA536,3.471,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.3667,355.0,2.371,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.0824,969.89,0.323,0.15,0.4,75,400,0.15,0.4,0.275,1.92,768.0,0.033,0.0,0.08,60,300,0.0,0.08,0.04,0.35,105.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.455,0.2,0.5,80,700,0.2,0.5,0.35,3.9375,2756.25,0.035,0.03,0.07,95,2800,0.03,0.07,0.05,0.4737,1326.36
H044,F04,ASTMA536,3.614,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.1333,1070.0,2.548,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.8353,220.24,0.235,0.15,0.4,75,400,0.15,0.4,0.275,1.6,640.0,0.037,0.0,0.08,60,300,0.0,0.08,0.04,0.15,45.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.488,0.2,0.5,80,700,0.2,0.5,0.35,5.175,3622.5,0.063,0.03,0.07,95,2800,0.03,0.07,0.05,0.4105,1149.4
